"gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design","comparison","contrast","direction","human_symbol","mouse_entrez","human_entrez","mouse_ensembl","human_ensembl","ortholog_support_n","ortholog_support_sources"
"Cytl1",52.5005389557678,-1.18955170465197,0.341415604034558,-3.48417497792972,0.000493656636913599,0.00424452704179118,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CYTL1",231162,54360,"ENSMUSG00000062329","ENSG00000170891",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Mgmt",71.5246085590568,-0.778454711866026,0.223531368608552,-3.48253006596696,0.000496699441496154,0.0042602691833793,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MGMT",17314,4255,"ENSMUSG00000054612","ENSG00000170430",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Itgam",123.251613314258,-1.31822298389103,0.378720316905657,-3.48072951211491,0.000500050200028864,0.00427776155987848,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ITGAM",16409,3684,"ENSMUSG00000030786","ENSG00000169896",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tnfsf8",7.37357961268617,-2.00836423885022,0.577002274325631,-3.4806868676514,0.000500129814560066,0.00427776155987848,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TNFSF8",21949,944,"ENSMUSG00000028362","ENSG00000106952",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Stx12",1276.75694618571,-0.205331607003401,0.0589978427468568,-3.480323982089,0.000500807777421986,0.00428108003363102,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","STX12",100226,23673,"ENSMUSG00000028879","ENSG00000117758",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Vezt",1081.56743422214,-0.265869627292773,0.0763982781947245,-3.48004737246987,0.000501325130192141,0.00428302250985335,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","VEZT",215008,55591,"ENSMUSG00000036099","ENSG00000028203",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Naip2",28.1461632152437,-1.05885963112855,0.304350839880695,-3.47907576513874,0.000503146313522311,0.00429185465357544,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","NAIP",17948,4671,"ENSMUSG00000078945","ENSG00000249437",9,"EggNOG|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ube2j1",1074.76705889276,-0.275477457898855,0.0791822457920699,-3.47903062287789,0.000503231078055889,0.00429185465357544,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","UBE2J1",56228,51465,"ENSMUSG00000028277","ENSG00000198833",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ttll7",6719.12952454787,-0.462485078808177,0.133044029372299,-3.47618063726859,0.000508609586885706,0.00432772526293584,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TTLL7",70892,79739,"ENSMUSG00000036745","ENSG00000137941",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ang",60.3188142461858,-1.81602628477258,0.5225321421719,-3.47543459666286,0.000510026342727238,0.0043372804710151,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ANG",11727,283,"ENSMUSG00000072115","ENSG00000214274",9,"Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Malsu1",554.937979382095,-0.462540951806929,0.133140609452746,-3.47407867297688,0.000512610710359138,0.00435674836904545,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MALSU1",75593,115416,"ENSMUSG00000029815","ENSG00000156928",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cyp2j5",23.545163752531,-6.14647398557907,1.76944393633549,-3.47367546343875,0.000513381572407033,0.00436078950140681,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CYP2J2",13109,1573,"ENSMUSG00000052520","ENSG00000134716",5,"OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pon3",810.366008502297,-0.386893293446499,0.111437732078147,-3.47183387737277,0.000516916101866816,0.00438324664667421,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PON3",269823,5446,"ENSMUSG00000029759","ENSG00000105852",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rac2",48.808598406645,-1.46379697661047,0.421693854552707,-3.47123146521338,0.00051807721730964,0.00439057058504145,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RAC2",19354,5880,"ENSMUSG00000033220","ENSG00000128340",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Hoga1",32.5585021940013,-1.0816788368898,0.31202495800681,-3.46664203978898,0.000527003208234194,0.00445343352213017,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","HOGA1",67432,112817,"ENSMUSG00000025176","ENSG00000241935",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Lcat",17.5416787024612,-2.79596456118437,0.806791987794739,-3.46553337599047,0.000529180840121354,0.00446927731276405,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","LCAT",16816,3931,"ENSMUSG00000035237","ENSG00000213398",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ccdc47",5068.47936760829,-0.211751010948751,0.0611096992707388,-3.46509659637851,0.000530041060649573,0.00447398294932512,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CCDC47",67163,57003,"ENSMUSG00000078622","ENSG00000108588",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"C1qa",250.637693150073,-0.718715059360743,0.207478520073918,-3.46404562315505,0.000532116254476298,0.00448893272276205,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","C1QA",12259,712,"ENSMUSG00000036887","ENSG00000173372",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ppme1",868.446481680896,-0.393264177792829,0.113659626851376,-3.4600164428401,0.000540142403827505,0.00454624989036799,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PPME1",72590,51400,"ENSMUSG00000030718","ENSG00000214517",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kmo",30.6088854400293,-1.88085296282769,0.543676198488552,-3.4595094801953,0.000541160227009882,0.00455222132840279,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","KMO",98256,8564,"ENSMUSG00000039783","ENSG00000117009",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rps15a",2299.8089736448,-0.605266612991762,0.175024982544445,-3.45817268022331,0.000543852679840137,0.00456732505253293,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RPS15A",267019,6210,"ENSMUSG00000008683","ENSG00000134419",11,"EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Emp1",1334.17202286436,-0.88378354921111,0.255567105266641,-3.45812716503179,0.000543944571441231,0.00456732505253293,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","EMP1",13730,2012,"ENSMUSG00000030208","ENSG00000134531",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Snap47",594.474410618165,-0.33623160877794,0.0972795632606577,-3.45634373251674,0.000547556590060242,0.00458772868278056,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SNAP47",67826,116841,"ENSMUSG00000009894","ENSG00000143740",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ip6k3",883.463417589482,-0.842670875675322,0.243957882293687,-3.45416539835708,0.000551998722191172,0.00461507944363288,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IP6K3",271424,117283,"ENSMUSG00000024210","ENSG00000161896",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Degs1",597.968135248092,-0.425182578458511,0.123097794376741,-3.45402271918243,0.000552290846558783,0.00461507944363288,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DEGS1",13244,8560,"ENSMUSG00000038633","ENSG00000143753",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"F830016B08Rik",1781.46972423846,-2.10210132313808,0.609237338219324,-3.45038163498332,0.00055979458620437,0.00466642996958504,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Tuba4a",14261.4808190107,-0.283489600555233,0.0821943611394756,-3.44901519550933,0.000562635039438644,0.00468746111017646,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TUBA4A",22145,7277,"ENSMUSG00000026202","ENSG00000127824",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Uqcrc2",12016.0287188447,-0.304830483779674,0.0884041370091573,-3.44814727107283,0.000564446181073772,0.0046972485745164,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","UQCRC2",67003,7385,"ENSMUSG00000030884","ENSG00000140740",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tagln",765.897761353163,-0.848503478683747,0.246186630433277,-3.44658634463788,0.000567717115138795,0.00472003133683435,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TAGLN",21345,6876,"ENSMUSG00000032085","ENSG00000149591",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Crbn",1251.79489733117,-0.386045776966975,0.112019681785693,-3.44623168726302,0.000568462759391145,0.00472003133683435,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CRBN",58799,51185,"ENSMUSG00000005362","ENSG00000113851",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gtf2f1",530.636846279707,-0.301874509156985,0.0876341718357029,-3.44471229468501,0.000571667518693884,0.00474397278160641,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","GTF2F1",98053,2962,"ENSMUSG00000002658","ENSG00000125651",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Chchd1",1059.12207947572,-0.518756388398519,0.150618029310044,-3.44418520661076,0.000572783197298287,0.0047505608661318,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CHCHD1",66121,118487,"ENSMUSG00000063787","ENSG00000172586",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Sdc1",118.124782098129,-0.935453682922207,0.271661833618492,-3.44344905010068,0.000574344801194182,0.00475816627386628,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SDC1",20969,6382,"ENSMUSG00000020592","ENSG00000115884",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Irak2",229.203669860036,-0.519553099079803,0.150892846157622,-3.44319238658327,0.000574890191190174,0.00476001340019099,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IRAK2",108960,3656,"ENSMUSG00000060477","ENSG00000134070",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Eps8",206.552408507807,-0.550938327063165,0.16002742866322,-3.4427743522807,0.000575779513974859,0.00476470457668769,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","EPS8",13860,2059,"ENSMUSG00000015766","ENSG00000151491",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cd5l",18.8235582896028,-5.02089140976711,1.46108449055214,-3.43641414458498,0.000589469148166826,0.00486435608406196,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CD5L",11801,922,"ENSMUSG00000015854","ENSG00000073754",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Il18r1",6.75795576255024,-2.3285387990447,0.677826138418885,-3.43530393277001,0.000591889593719363,0.00487887552879897,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IL18R1",16182,8809,"ENSMUSG00000026070","ENSG00000115604",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Lcp1",267.805325206287,-0.909073003741007,0.26469802643533,-3.43437771706661,0.000593915972677167,0.00489284682178181,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","LCP1",18826,3936,"ENSMUSG00000021998","ENSG00000136167",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Dock2",80.32214961969,-1.16334156049774,0.339225530945073,-3.42940449457534,0.000604907280591161,0.00497506751162524,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DOCK2",94176,1794,"ENSMUSG00000020143","ENSG00000134516",9,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Hao2",17.3241195001663,-7.22346832733312,2.10730302755723,-3.42782610420606,0.000608435062014294,0.00499851242098888,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","HAO2",56185,51179,"ENSMUSG00000027870","ENSG00000116882",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rps16",2063.51956579735,-0.456513653256563,0.133239264422861,-3.42626969034988,0.000611932465145251,0.00501770769832062,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RPS16",20055,6217,"ENSMUSG00000037563","ENSG00000105193",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|Treefam"
"2200002D01Rik",20.8301116712982,-2.26495281161499,0.661072037834616,-3.42618153845078,0.000612131109169913,0.00501770769832062,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","C19orf33",72275,64073,"ENSMUSG00000030587","ENSG00000167644",6,"EggNOG|Ensembl|HGNC|NCBI|OMA|OrthoMCL"
"Dnajc10",1144.69315263527,-0.212342884056875,0.0620308468606229,-3.42318209090372,0.000618926015775007,0.00505936033825383,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","DNAJC10",66861,54431,"ENSMUSG00000027006","ENSG00000077232",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cyp3a44",66.8684884137194,-9.95958055625106,2.90976755033189,-3.42280968633218,0.000619774536392144,0.00506349279510637,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CYP3A5",337924,1577,"ENSMUSG00000054417","ENSG00000106258",7,"Ensembl|HomoloGene|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rps27a",2846.10731363406,-0.490245973932145,0.143310514948415,-3.42086534340212,0.000624222310270556,0.00509419235297083,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RPS27A",78294,6233,"ENSMUSG00000020460","ENSG00000143947",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam"
"Tmem237",94.1738714656596,-0.475403218334265,0.13907068247994,-3.41842874326039,0.000629838072368745,0.00512868144643121,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TMEM237",381259,65062,"ENSMUSG00000038079","ENSG00000155755",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Mctp2",6.5737739853565,-2.73284204511681,0.799948451907783,-3.41627268432022,0.000634846414931259,0.00516092380155847,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MCTP2",244049,55784,"ENSMUSG00000032776","ENSG00000140563",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cog4",1949.59138810516,-0.180820011233362,0.0529450369554187,-3.4152400608506,0.000637258209786992,0.00517767911452138,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","COG4",102339,25839,"ENSMUSG00000031753","ENSG00000103051",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rpl32",2302.43577816878,-0.488747208797845,0.143217556914694,-3.41262076610454,0.000643414113894574,0.00521621228084877,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RPL32",19951,6161,"ENSMUSG00000057841","ENSG00000144713",11,"EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Sec61g",564.000068838676,-0.677691551245892,0.198652494934692,-3.41144243604233,0.000646201440563396,0.00523593406533338,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SEC61G",20335,23480,"ENSMUSG00000078974","ENSG00000132432",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Myog",220.830471676736,-1.07117180170138,0.314043030247957,-3.41090773724741,0.000647469965332768,0.0052404600319121,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MYOG",17928,4656,"ENSMUSG00000026459","ENSG00000122180",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cpa3",93.1301840895429,-1.14612976380299,0.336161071240925,-3.40946606212344,0.000650901759548918,0.00526168267397396,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CPA3",12873,1359,"ENSMUSG00000001865","ENSG00000163751",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ppargc1a",1853.26785516659,-1.4070917356518,0.412714656715405,-3.40935731929211,0.000651161298201614,0.00526168267397396,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PPARGC1A",19017,10891,"ENSMUSG00000029167","ENSG00000109819",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cyp2c70",65.0453908794684,-9.55005203405656,2.80153214559568,-3.40886755451666,0.000652331422727516,0.00526825426352644,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Gm6086",24.537723516774,-5.24888394582563,1.54036171809589,-3.40756582311979,0.000655450974718864,0.00528766269933037,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Cdh17",66.4386834573761,-5.87511203176268,1.72498746765704,-3.40588679159655,0.000659495201016465,0.00531448015971947,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CDH17",12557,1015,"ENSMUSG00000028217","ENSG00000079112",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Stab2",139.823150277266,-0.615907121921089,0.181005471979018,-3.40269890842022,0.000667237669957572,0.00536456124877024,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","STAB2",192188,55576,"ENSMUSG00000035459","ENSG00000136011",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fhl4",5.8424030582184,-2.07472155419091,0.610094562416445,-3.40065570486879,0.000672244387205376,0.00539073540918684,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FHL1",14202,2273,"ENSMUSG00000050035","ENSG00000022267",4,"Ensembl|OrthoDB|PhylomeDB|Treefam"
"Psmb4",2691.5208617241,-0.277835766882153,0.0817286590095354,-3.3994900962432,0.000675116247584861,0.00540495724679789,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PSMB4",19172,5692,"ENSMUSG00000005779","ENSG00000159377",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Crnkl1",713.29014526098,-0.2911583987684,0.0857481584378441,-3.39550614348705,0.000685018365278527,0.00546940298897074,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CRNKL1",66877,51340,"ENSMUSG00000001767","ENSG00000101343",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Zfp697",42.1207138488762,-1.15502243525914,0.340389939661898,-3.39323317371366,0.000690728146730731,0.00550605811565107,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ZNF697",242109,90874,"ENSMUSG00000050064","ENSG00000143067",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam"
"Rnf181",772.641076625331,-0.295388940237575,0.0870953093519434,-3.39155968829433,0.000694960240743155,0.00553680411985494,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RNF181",66510,51255,"ENSMUSG00000055850","ENSG00000168894",10,"EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
